Ord_id,Order_Date,Order_Priority
Ord_2724,08-03-2010,HIGH
Ord_3110,08-03-2010,MEDIUM
Ord_4584,08-03-2010,CRITICAL
Ord_2377,09-03-2010,CRITICAL
Ord_3529,09-03-2010,HIGH
Ord_4345,09-03-2010,CRITICAL
Ord_5000,09-03-2010,MEDIUM
Ord_3929,10-03-2010,CRITICAL
Ord_4307,10-03-2010,LOW
Ord_4769,10-03-2010,NOT SPECIFIED
Ord_4976,10-03-2010,NOT SPECIFIED
Ord_5440,10-03-2010,HIGH
Ord_1914,11-03-2010,HIGH
Ord_3855,11-03-2010,HIGH
Ord_441,12-03-2010,NOT SPECIFIED
Ord_1585,12-03-2010,NOT SPECIFIED
Ord_2115,12-03-2010,NOT SPECIFIED
Ord_2808,12-03-2010,NOT SPECIFIED
Ord_3337,12-03-2010,NOT SPECIFIED
Ord_1107,01-04-2010,HIGH
Ord_3572,02-04-2010,NOT SPECIFIED
Ord_4025,02-04-2010,CRITICAL
Ord_4135,02-04-2010,MEDIUM
Ord_4150,02-04-2010,CRITICAL
Ord_5496,02-04-2010,MEDIUM
Ord_4401,03-04-2010,MEDIUM
Ord_4582,03-04-2010,LOW
Ord_3557,04-04-2010,LOW
Ord_4665,04-04-2010,NOT SPECIFIED
Ord_3664,05-04-2010,LOW
Ord_3813,05-04-2010,CRITICAL
Ord_3960,05-04-2010,CRITICAL
Ord_4079,05-04-2010,NOT SPECIFIED
Ord_47,06-04-2010,LOW
Ord_2219,06-04-2010,LOW
Ord_5293,06-04-2010,HIGH
Ord_5329,06-04-2010,LOW
Ord_538,07-04-2010,HIGH
Ord_3033,07-04-2010,CRITICAL
Ord_4316,07-04-2010,HIGH
Ord_4433,07-04-2010,LOW
Ord_4919,07-04-2010,NOT SPECIFIED
Ord_5098,07-04-2010,HIGH
Ord_142,08-04-2010,HIGH
Ord_374,08-04-2010,MEDIUM
Ord_670,08-04-2010,LOW
Ord_1501,08-04-2010,LOW
Ord_1861,08-04-2010,CRITICAL
Ord_3219,08-04-2010,CRITICAL
Ord_3267,08-04-2010,CRITICAL
Ord_3653,08-04-2010,NOT SPECIFIED
Ord_3854,08-04-2010,NOT SPECIFIED
Ord_2835,09-04-2010,LOW
Ord_3403,09-04-2010,MEDIUM
Ord_4278,09-04-2010,HIGH
Ord_4874,09-04-2010,MEDIUM
Ord_1133,10-04-2010,MEDIUM
Ord_1651,10-04-2010,CRITICAL
Ord_2282,10-04-2010,CRITICAL
Ord_2709,10-04-2010,CRITICAL
Ord_3114,10-04-2010,LOW
Ord_549,11-04-2010,HIGH
Ord_915,11-04-2010,HIGH
Ord_1634,11-04-2010,NOT SPECIFIED
Ord_4468,11-04-2010,LOW
Ord_5433,11-04-2010,CRITICAL
Ord_438,12-04-2010,NOT SPECIFIED
Ord_1136,12-04-2010,HIGH
Ord_2335,12-04-2010,MEDIUM
Ord_2342,12-04-2010,HIGH
Ord_2896,12-04-2010,CRITICAL
Ord_590,01-05-2010,NOT SPECIFIED
Ord_600,01-05-2010,HIGH
Ord_2631,01-05-2010,HIGH
Ord_565,02-05-2010,NOT SPECIFIED
Ord_4912,02-05-2010,MEDIUM
Ord_299,03-05-2010,NOT SPECIFIED
Ord_1605,03-05-2010,HIGH
Ord_2361,03-05-2010,NOT SPECIFIED
Ord_4788,03-05-2010,MEDIUM
Ord_2085,04-05-2010,LOW
Ord_413,05-05-2010,CRITICAL
Ord_2461,05-05-2010,LOW
Ord_3246,05-05-2010,HIGH
Ord_4363,05-05-2010,MEDIUM
Ord_4611,05-05-2010,NOT SPECIFIED
Ord_4751,05-05-2010,HIGH
Ord_314,06-05-2010,HIGH
Ord_1347,06-05-2010,MEDIUM
Ord_4609,06-05-2010,CRITICAL
Ord_4987,06-05-2010,CRITICAL
Ord_2095,07-05-2010,NOT SPECIFIED
Ord_1137,08-05-2010,LOW
Ord_1411,08-05-2010,CRITICAL
Ord_1763,08-05-2010,CRITICAL
Ord_1092,09-05-2010,NOT SPECIFIED
Ord_5105,09-05-2010,MEDIUM
Ord_5154,09-05-2010,NOT SPECIFIED
Ord_3693,10-05-2010,LOW
Ord_555,11-05-2010,NOT SPECIFIED
Ord_660,11-05-2010,HIGH
Ord_4650,11-05-2010,NOT SPECIFIED
Ord_117,12-05-2010,NOT SPECIFIED
Ord_1852,12-05-2010,LOW
Ord_2807,12-05-2010,HIGH
Ord_2932,12-05-2010,NOT SPECIFIED
Ord_3065,12-05-2010,NOT SPECIFIED
Ord_3817,12-05-2010,NOT SPECIFIED
Ord_4958,12-05-2010,MEDIUM
Ord_4990,12-05-2010,NOT SPECIFIED
Ord_3378,01-06-2010,NOT SPECIFIED
Ord_4703,01-06-2010,HIGH
Ord_210,02-06-2010,NOT SPECIFIED
Ord_251,02-06-2010,LOW
Ord_311,02-06-2010,NOT SPECIFIED
Ord_2867,02-06-2010,CRITICAL
Ord_5157,02-06-2010,LOW
Ord_2674,03-06-2010,CRITICAL
Ord_1447,04-06-2010,MEDIUM
Ord_2215,04-06-2010,MEDIUM
Ord_2962,04-06-2010,CRITICAL
Ord_146,05-06-2010,CRITICAL
Ord_771,05-06-2010,LOW
Ord_2031,05-06-2010,LOW
Ord_2346,05-06-2010,MEDIUM
Ord_2975,05-06-2010,MEDIUM
Ord_4869,05-06-2010,HIGH
Ord_1155,06-06-2010,NOT SPECIFIED
Ord_3081,06-06-2010,NOT SPECIFIED
Ord_4760,06-06-2010,LOW
Ord_5273,06-06-2010,HIGH
Ord_381,08-06-2010,NOT SPECIFIED
Ord_3705,08-06-2010,LOW
Ord_4876,08-06-2010,CRITICAL
Ord_398,09-06-2010,NOT SPECIFIED
Ord_793,09-06-2010,LOW
Ord_3192,09-06-2010,NOT SPECIFIED
Ord_4381,09-06-2010,NOT SPECIFIED
Ord_638,10-06-2010,LOW
Ord_2155,10-06-2010,NOT SPECIFIED
Ord_2371,10-06-2010,HIGH
Ord_2809,10-06-2010,LOW
Ord_3308,10-06-2010,LOW
Ord_5174,10-06-2010,CRITICAL
Ord_1089,11-06-2010,LOW
Ord_1923,11-06-2010,LOW
Ord_4555,11-06-2010,NOT SPECIFIED
Ord_3614,12-06-2010,CRITICAL
Ord_4787,12-06-2010,HIGH
Ord_5318,12-06-2010,LOW
Ord_1211,01-07-2010,MEDIUM
Ord_1992,01-07-2010,MEDIUM
Ord_4444,01-07-2010,LOW
Ord_4753,01-07-2010,LOW
Ord_1042,02-07-2010,CRITICAL
Ord_2763,02-07-2010,HIGH
Ord_5303,02-07-2010,MEDIUM
Ord_5447,02-07-2010,CRITICAL
Ord_259,03-07-2010,MEDIUM
Ord_864,03-07-2010,MEDIUM
Ord_1189,03-07-2010,MEDIUM
Ord_1381,03-07-2010,NOT SPECIFIED
Ord_1787,03-07-2010,NOT SPECIFIED
Ord_2393,03-07-2010,NOT SPECIFIED
Ord_2609,03-07-2010,NOT SPECIFIED
Ord_2624,03-07-2010,HIGH
Ord_3456,03-07-2010,HIGH
Ord_4327,04-07-2010,LOW
Ord_4385,04-07-2010,CRITICAL
Ord_4577,04-07-2010,MEDIUM
Ord_5089,04-07-2010,HIGH
Ord_5387,04-07-2010,LOW
Ord_203,05-07-2010,CRITICAL
Ord_271,05-07-2010,HIGH
Ord_327,05-07-2010,CRITICAL
Ord_585,05-07-2010,MEDIUM
Ord_1099,05-07-2010,CRITICAL
Ord_2119,05-07-2010,MEDIUM
Ord_5362,05-07-2010,MEDIUM
Ord_238,06-07-2010,NOT SPECIFIED
Ord_688,06-07-2010,CRITICAL
Ord_1673,06-07-2010,LOW
Ord_2467,06-07-2010,MEDIUM
Ord_5190,06-07-2010,MEDIUM
Ord_659,07-07-2010,HIGH
Ord_2767,07-07-2010,HIGH
Ord_4605,07-07-2010,CRITICAL
Ord_80,08-07-2010,CRITICAL
Ord_2328,08-07-2010,CRITICAL
Ord_3258,08-07-2010,NOT SPECIFIED
Ord_3794,08-07-2010,MEDIUM
Ord_5376,08-07-2010,LOW
Ord_629,09-07-2010,LOW
Ord_2690,09-07-2010,LOW
Ord_3117,09-07-2010,CRITICAL
Ord_4429,09-07-2010,HIGH
Ord_217,10-07-2010,CRITICAL
Ord_2004,10-07-2010,NOT SPECIFIED
Ord_2897,10-07-2010,HIGH
Ord_3048,10-07-2010,HIGH
Ord_37,11-07-2010,CRITICAL
Ord_2625,11-07-2010,MEDIUM
Ord_5500,11-07-2010,MEDIUM
Ord_137,12-07-2010,CRITICAL
Ord_1153,12-07-2010,MEDIUM
Ord_2594,12-07-2010,MEDIUM
Ord_5441,12-07-2010,HIGH
Ord_1864,01-08-2010,CRITICAL
Ord_2627,01-08-2010,HIGH
Ord_3636,01-08-2010,MEDIUM
Ord_4648,01-08-2010,LOW
Ord_2199,02-08-2010,CRITICAL
Ord_2355,02-08-2010,MEDIUM
Ord_4174,02-08-2010,CRITICAL
Ord_30,03-08-2010,MEDIUM
Ord_914,03-08-2010,MEDIUM
Ord_1252,03-08-2010,CRITICAL
Ord_1311,03-08-2010,CRITICAL
Ord_1366,03-08-2010,LOW
Ord_3571,04-08-2010,NOT SPECIFIED
Ord_4586,04-08-2010,NOT SPECIFIED
Ord_1130,05-08-2010,LOW
Ord_2307,05-08-2010,MEDIUM
Ord_51,06-08-2010,MEDIUM
Ord_226,06-08-2010,MEDIUM
Ord_3441,06-08-2010,HIGH
Ord_4281,06-08-2010,LOW
Ord_4568,06-08-2010,LOW
Ord_4818,08-08-2010,CRITICAL
Ord_1829,09-08-2010,CRITICAL
Ord_3554,09-08-2010,MEDIUM
Ord_2603,10-08-2010,NOT SPECIFIED
Ord_3375,10-08-2010,LOW
Ord_3628,10-08-2010,NOT SPECIFIED
Ord_4482,10-08-2010,NOT SPECIFIED
Ord_5502,10-08-2010,NOT SPECIFIED
Ord_20,11-08-2010,LOW
Ord_671,11-08-2010,NOT SPECIFIED
Ord_1047,11-08-2010,HIGH
Ord_5123,11-08-2010,CRITICAL
Ord_940,12-08-2010,CRITICAL
Ord_1293,12-08-2010,HIGH
Ord_3229,01-09-2010,HIGH
Ord_4614,01-09-2010,LOW
Ord_82,02-09-2010,LOW
Ord_1590,02-09-2010,MEDIUM
Ord_1719,02-09-2010,CRITICAL
Ord_1579,03-09-2010,CRITICAL
Ord_1927,03-09-2010,LOW
Ord_1955,03-09-2010,MEDIUM
Ord_3907,03-09-2010,HIGH
Ord_4207,03-09-2010,MEDIUM
Ord_5408,03-09-2010,NOT SPECIFIED
Ord_1462,04-09-2010,HIGH
Ord_3364,04-09-2010,HIGH
Ord_4941,04-09-2010,HIGH
Ord_104,05-09-2010,NOT SPECIFIED
Ord_1588,05-09-2010,MEDIUM
Ord_2261,05-09-2010,NOT SPECIFIED
Ord_219,06-09-2010,MEDIUM
Ord_1626,06-09-2010,LOW
Ord_1735,06-09-2010,MEDIUM
Ord_3609,06-09-2010,LOW
Ord_3939,06-09-2010,CRITICAL
Ord_4856,06-09-2010,MEDIUM
Ord_496,07-09-2010,LOW
Ord_4467,07-09-2010,HIGH
Ord_4524,07-09-2010,MEDIUM
Ord_986,08-09-2010,CRITICAL
Ord_1149,08-09-2010,CRITICAL
Ord_2465,08-09-2010,HIGH
Ord_3435,08-09-2010,HIGH
Ord_5474,08-09-2010,NOT SPECIFIED
Ord_5505,08-09-2010,MEDIUM
Ord_2971,09-09-2010,HIGH
Ord_3044,09-09-2010,NOT SPECIFIED
Ord_3919,09-09-2010,NOT SPECIFIED
Ord_845,10-09-2010,HIGH
Ord_980,10-09-2010,CRITICAL
Ord_1230,10-09-2010,HIGH
Ord_1718,10-09-2010,NOT SPECIFIED
Ord_3630,10-09-2010,CRITICAL
Ord_3755,10-09-2010,LOW
Ord_4266,10-09-2010,LOW
Ord_824,11-09-2010,LOW
Ord_2409,11-09-2010,CRITICAL
Ord_2633,11-09-2010,HIGH
Ord_2783,11-09-2010,CRITICAL
Ord_3264,11-09-2010,CRITICAL
Ord_3533,11-09-2010,HIGH
Ord_3703,11-09-2010,MEDIUM
Ord_5456,11-09-2010,MEDIUM
Ord_27,12-09-2010,NOT SPECIFIED
Ord_1692,12-09-2010,NOT SPECIFIED
Ord_2197,12-09-2010,MEDIUM
Ord_4858,12-09-2010,HIGH
Ord_515,01-10-2010,NOT SPECIFIED
Ord_1353,01-10-2010,MEDIUM
Ord_2412,01-10-2010,LOW
Ord_2420,01-10-2010,MEDIUM
Ord_4812,01-10-2010,MEDIUM
Ord_5140,01-10-2010,LOW
Ord_1226,02-10-2010,MEDIUM
Ord_1388,02-10-2010,MEDIUM
Ord_3766,02-10-2010,LOW
Ord_4928,02-10-2010,LOW
Ord_4957,02-10-2010,HIGH
Ord_1630,03-10-2010,MEDIUM
Ord_4009,03-10-2010,NOT SPECIFIED
Ord_817,04-10-2010,NOT SPECIFIED
Ord_2799,04-10-2010,LOW
Ord_3711,04-10-2010,MEDIUM
Ord_4380,04-10-2010,LOW
Ord_4502,04-10-2010,HIGH
Ord_4711,04-10-2010,LOW
Ord_4717,04-10-2010,MEDIUM
Ord_1157,05-10-2010,HIGH
Ord_1766,05-10-2010,NOT SPECIFIED
Ord_4007,05-10-2010,CRITICAL
Ord_4052,05-10-2010,CRITICAL
Ord_4474,05-10-2010,HIGH
Ord_1981,06-10-2010,MEDIUM
Ord_2025,06-10-2010,HIGH
Ord_2661,06-10-2010,NOT SPECIFIED
Ord_284,07-10-2010,CRITICAL
Ord_359,08-10-2010,MEDIUM
Ord_4258,08-10-2010,HIGH
Ord_1528,09-10-2010,MEDIUM
Ord_1935,09-10-2010,HIGH
Ord_2643,09-10-2010,MEDIUM
Ord_4213,09-10-2010,HIGH
Ord_4771,09-10-2010,NOT SPECIFIED
Ord_5374,09-10-2010,CRITICAL
Ord_276,10-10-2010,CRITICAL
Ord_518,10-10-2010,CRITICAL
Ord_1777,10-10-2010,NOT SPECIFIED
Ord_2244,10-10-2010,MEDIUM
Ord_2309,10-10-2010,LOW
Ord_74,11-10-2010,CRITICAL
Ord_2760,11-10-2010,CRITICAL
Ord_3053,12-10-2010,LOW
Ord_1978,01-11-2010,HIGH
Ord_2523,01-11-2010,LOW
Ord_4686,01-11-2010,CRITICAL
Ord_5488,01-11-2010,MEDIUM
Ord_1876,02-11-2010,HIGH
Ord_3305,02-11-2010,MEDIUM
Ord_4029,02-11-2010,CRITICAL
Ord_4878,02-11-2010,LOW
Ord_5060,02-11-2010,HIGH
Ord_4054,03-11-2010,HIGH
Ord_407,04-11-2010,MEDIUM
Ord_3218,04-11-2010,MEDIUM
Ord_4252,04-11-2010,LOW
Ord_4793,04-11-2010,LOW
Ord_4956,04-11-2010,HIGH
Ord_5235,04-11-2010,HIGH
Ord_874,05-11-2010,MEDIUM
Ord_1662,05-11-2010,NOT SPECIFIED
Ord_2122,05-11-2010,MEDIUM
Ord_2853,05-11-2010,HIGH
Ord_4826,05-11-2010,MEDIUM
Ord_3448,06-11-2010,LOW
Ord_1377,08-11-2010,HIGH
Ord_2217,08-11-2010,NOT SPECIFIED
Ord_427,09-11-2010,MEDIUM
Ord_509,09-11-2010,MEDIUM
Ord_1434,09-11-2010,NOT SPECIFIED
Ord_134,10-11-2010,HIGH
Ord_4739,10-11-2010,MEDIUM
Ord_5034,10-11-2010,MEDIUM
Ord_4410,11-11-2010,HIGH
Ord_424,12-11-2010,HIGH
Ord_2182,12-11-2010,CRITICAL
Ord_2843,12-11-2010,MEDIUM
Ord_2875,01-12-2010,HIGH
Ord_2999,01-12-2010,NOT SPECIFIED
Ord_5201,01-12-2010,CRITICAL
Ord_5346,01-12-2010,HIGH
Ord_485,02-12-2010,CRITICAL
Ord_490,02-12-2010,CRITICAL
Ord_4417,02-12-2010,LOW
Ord_4978,02-12-2010,CRITICAL
Ord_15,03-12-2010,NOT SPECIFIED
Ord_243,03-12-2010,MEDIUM
Ord_1847,03-12-2010,NOT SPECIFIED
Ord_3037,03-12-2010,LOW
Ord_3277,03-12-2010,NOT SPECIFIED
Ord_71,04-12-2010,LOW
Ord_678,04-12-2010,LOW
Ord_2654,04-12-2010,LOW
Ord_3011,04-12-2010,HIGH
Ord_4715,04-12-2010,CRITICAL
Ord_406,05-12-2010,HIGH
Ord_2045,05-12-2010,LOW
Ord_2169,05-12-2010,MEDIUM
Ord_2228,05-12-2010,MEDIUM
Ord_4172,05-12-2010,LOW
Ord_493,08-12-2010,LOW
Ord_3558,08-12-2010,CRITICAL
Ord_4685,08-12-2010,MEDIUM
Ord_1631,09-12-2010,MEDIUM
Ord_1920,09-12-2010,LOW
Ord_4972,09-12-2010,NOT SPECIFIED
Ord_809,10-12-2010,MEDIUM
Ord_867,10-12-2010,LOW
Ord_894,10-12-2010,NOT SPECIFIED
Ord_973,10-12-2010,MEDIUM
Ord_3539,10-12-2010,CRITICAL
Ord_3888,10-12-2010,CRITICAL
Ord_711,11-12-2010,HIGH
Ord_4831,11-12-2010,NOT SPECIFIED
Ord_790,12-12-2010,MEDIUM
Ord_1050,12-12-2010,MEDIUM
Ord_1060,12-12-2010,HIGH
Ord_1172,12-12-2010,NOT SPECIFIED
Ord_1362,12-12-2010,LOW
Ord_2727,12-12-2010,LOW
Ord_3462,12-12-2010,CRITICAL
Ord_3642,12-12-2010,HIGH
Ord_3958,12-12-2010,NOT SPECIFIED
Ord_4477,12-12-2010,HIGH
Ord_5003,12-12-2010,NOT SPECIFIED
Ord_22,01-01-2011,NOT SPECIFIED
Ord_3285,01-01-2011,LOW
Ord_3292,01-01-2011,HIGH
Ord_3490,01-01-2011,MEDIUM
Ord_860,02-01-2011,CRITICAL
Ord_3316,02-01-2011,HIGH
Ord_3724,02-01-2011,CRITICAL
Ord_4050,02-01-2011,MEDIUM
Ord_5028,02-01-2011,MEDIUM
Ord_595,03-01-2011,LOW
Ord_1806,03-01-2011,CRITICAL
Ord_3833,03-01-2011,CRITICAL
Ord_4378,03-01-2011,NOT SPECIFIED
Ord_3519,04-01-2011,HIGH
Ord_4908,04-01-2011,CRITICAL
Ord_1044,05-01-2011,CRITICAL
Ord_1045,05-01-2011,LOW
Ord_1339,05-01-2011,HIGH
Ord_3901,05-01-2011,NOT SPECIFIED
Ord_4603,05-01-2011,MEDIUM
Ord_4839,05-01-2011,HIGH
Ord_5023,05-01-2011,HIGH
Ord_1772,06-01-2011,HIGH
Ord_3483,06-01-2011,HIGH
Ord_4228,06-01-2011,MEDIUM
Ord_1340,07-01-2011,CRITICAL
Ord_4827,07-01-2011,HIGH
Ord_4895,07-01-2011,LOW
Ord_769,08-01-2011,LOW
Ord_3119,08-01-2011,CRITICAL
Ord_3887,09-01-2011,CRITICAL
Ord_4936,09-01-2011,HIGH
Ord_2378,10-01-2011,CRITICAL
Ord_3916,10-01-2011,MEDIUM
Ord_4797,10-01-2011,CRITICAL
Ord_1633,11-01-2011,NOT SPECIFIED
Ord_1858,11-01-2011,CRITICAL
Ord_2550,11-01-2011,NOT SPECIFIED
Ord_3230,11-01-2011,HIGH
Ord_544,12-01-2011,MEDIUM
Ord_2894,12-01-2011,HIGH
Ord_606,01-02-2011,CRITICAL
Ord_2253,01-02-2011,LOW
Ord_3327,01-02-2011,HIGH
Ord_1932,02-02-2011,CRITICAL
Ord_2936,02-02-2011,LOW
Ord_2985,02-02-2011,CRITICAL
Ord_4525,02-02-2011,NOT SPECIFIED
Ord_2154,03-02-2011,HIGH
Ord_2173,03-02-2011,CRITICAL
Ord_4475,03-02-2011,NOT SPECIFIED
Ord_5301,03-02-2011,CRITICAL
Ord_318,04-02-2011,CRITICAL
Ord_1289,04-02-2011,NOT SPECIFIED
Ord_1486,04-02-2011,MEDIUM
Ord_1977,04-02-2011,LOW
Ord_2973,05-02-2011,CRITICAL
Ord_3131,05-02-2011,HIGH
Ord_4179,05-02-2011,LOW
Ord_5320,05-02-2011,MEDIUM
Ord_235,06-02-2011,CRITICAL
Ord_3250,06-02-2011,LOW
Ord_5131,06-02-2011,MEDIUM
Ord_3475,07-02-2011,MEDIUM
Ord_4190,07-02-2011,NOT SPECIFIED
Ord_4612,07-02-2011,CRITICAL
Ord_5298,07-02-2011,NOT SPECIFIED
Ord_537,08-02-2011,CRITICAL
Ord_891,08-02-2011,CRITICAL
Ord_4032,08-02-2011,CRITICAL
Ord_4472,08-02-2011,CRITICAL
Ord_171,09-02-2011,CRITICAL
Ord_355,09-02-2011,LOW
Ord_1840,09-02-2011,NOT SPECIFIED
Ord_4132,09-02-2011,HIGH
Ord_847,10-02-2011,MEDIUM
Ord_2593,10-02-2011,HIGH
Ord_2942,10-02-2011,HIGH
Ord_3613,10-02-2011,LOW
Ord_5187,10-02-2011,NOT SPECIFIED
Ord_2554,11-02-2011,MEDIUM
Ord_4323,11-02-2011,CRITICAL
Ord_5134,11-02-2011,CRITICAL
Ord_5302,11-02-2011,NOT SPECIFIED
Ord_2172,12-02-2011,CRITICAL
Ord_2444,12-02-2011,MEDIUM
Ord_2707,12-02-2011,HIGH
Ord_3595,12-02-2011,HIGH
Ord_5163,12-02-2011,CRITICAL
Ord_2123,01-03-2011,MEDIUM
Ord_2595,01-03-2011,MEDIUM
Ord_5370,01-03-2011,LOW
Ord_836,02-03-2011,NOT SPECIFIED
Ord_968,02-03-2011,MEDIUM
Ord_2404,02-03-2011,LOW
Ord_5316,02-03-2011,MEDIUM
Ord_2056,03-03-2011,LOW
Ord_4532,03-03-2011,CRITICAL
Ord_4930,03-03-2011,MEDIUM
Ord_5418,03-03-2011,LOW
Ord_569,04-03-2011,LOW
Ord_902,04-03-2011,NOT SPECIFIED
Ord_2729,04-03-2011,HIGH
Ord_5371,04-03-2011,CRITICAL
Ord_1171,05-03-2011,MEDIUM
Ord_1591,05-03-2011,LOW
Ord_3180,05-03-2011,CRITICAL
Ord_3232,05-03-2011,CRITICAL
Ord_4676,05-03-2011,HIGH
Ord_5197,05-03-2011,LOW
Ord_288,06-03-2011,CRITICAL
Ord_2065,06-03-2011,HIGH
Ord_2605,06-03-2011,MEDIUM
Ord_2930,06-03-2011,NOT SPECIFIED
Ord_4645,06-03-2011,LOW
Ord_788,07-03-2011,CRITICAL
Ord_885,07-03-2011,HIGH
Ord_1093,07-03-2011,HIGH
Ord_1231,07-03-2011,HIGH
Ord_3487,07-03-2011,CRITICAL
Ord_3857,07-03-2011,NOT SPECIFIED
Ord_5425,07-03-2011,HIGH
Ord_853,08-03-2011,CRITICAL
Ord_3113,08-03-2011,MEDIUM
Ord_4747,08-03-2011,NOT SPECIFIED
Ord_5305,08-03-2011,LOW
Ord_2925,09-03-2011,HIGH
Ord_3167,09-03-2011,HIGH
Ord_3975,09-03-2011,NOT SPECIFIED
Ord_4346,09-03-2011,LOW
Ord_4672,09-03-2011,HIGH
Ord_4892,09-03-2011,HIGH
Ord_298,10-03-2011,NOT SPECIFIED
Ord_1575,10-03-2011,LOW
Ord_2131,10-03-2011,MEDIUM
Ord_2521,10-03-2011,HIGH
Ord_3559,10-03-2011,NOT SPECIFIED
Ord_4086,10-03-2011,CRITICAL
Ord_4593,10-03-2011,CRITICAL
Ord_3165,11-03-2011,NOT SPECIFIED
Ord_4773,11-03-2011,CRITICAL
Ord_5338,11-03-2011,CRITICAL
Ord_2685,12-03-2011,LOW
Ord_3934,12-03-2011,LOW
Ord_4808,12-03-2011,LOW
Ord_5137,12-03-2011,CRITICAL
Ord_312,01-04-2011,MEDIUM
Ord_1669,01-04-2011,HIGH
Ord_2541,01-04-2011,NOT SPECIFIED
Ord_2579,01-04-2011,CRITICAL
Ord_3646,01-04-2011,LOW
Ord_3674,01-04-2011,LOW
Ord_4924,01-04-2011,CRITICAL
Ord_426,02-04-2011,HIGH
Ord_1122,02-04-2011,MEDIUM
Ord_3584,02-04-2011,NOT SPECIFIED
Ord_499,03-04-2011,NOT SPECIFIED
Ord_1021,03-04-2011,CRITICAL
Ord_1525,03-04-2011,MEDIUM
Ord_2274,03-04-2011,CRITICAL
Ord_2680,03-04-2011,NOT SPECIFIED
Ord_4910,04-04-2011,MEDIUM
Ord_815,05-04-2011,NOT SPECIFIED
Ord_1538,05-04-2011,MEDIUM
Ord_1721,05-04-2011,CRITICAL
Ord_2276,05-04-2011,NOT SPECIFIED
Ord_3853,05-04-2011,HIGH
Ord_166,06-04-2011,LOW
Ord_73,07-04-2011,HIGH
Ord_742,07-04-2011,NOT SPECIFIED
Ord_1473,07-04-2011,LOW
Ord_3035,07-04-2011,NOT SPECIFIED
Ord_4005,07-04-2011,NOT SPECIFIED
Ord_2105,08-04-2011,HIGH
Ord_2108,08-04-2011,NOT SPECIFIED
Ord_4392,08-04-2011,NOT SPECIFIED
Ord_730,09-04-2011,MEDIUM
Ord_1698,09-04-2011,CRITICAL
Ord_2872,09-04-2011,LOW
Ord_4096,09-04-2011,NOT SPECIFIED
Ord_4766,09-04-2011,HIGH
Ord_5375,09-04-2011,CRITICAL
Ord_2553,10-04-2011,CRITICAL
Ord_3760,10-04-2011,NOT SPECIFIED
Ord_4023,10-04-2011,MEDIUM
Ord_380,12-04-2011,HIGH
Ord_1102,12-04-2011,CRITICAL
Ord_1650,12-04-2011,HIGH
Ord_3772,12-04-2011,NOT SPECIFIED
Ord_5289,01-05-2011,CRITICAL
Ord_1052,02-05-2011,NOT SPECIFIED
Ord_1183,02-05-2011,HIGH
Ord_3132,02-05-2011,NOT SPECIFIED
Ord_3153,02-05-2011,CRITICAL
Ord_4154,02-05-2011,HIGH
Ord_4893,02-05-2011,HIGH
Ord_5431,02-05-2011,LOW
Ord_2490,03-05-2011,NOT SPECIFIED
Ord_2653,03-05-2011,HIGH
Ord_5180,03-05-2011,LOW
Ord_5281,03-05-2011,NOT SPECIFIED
Ord_811,04-05-2011,NOT SPECIFIED
Ord_2492,04-05-2011,CRITICAL
Ord_4973,04-05-2011,MEDIUM
Ord_5400,04-05-2011,HIGH
Ord_3620,05-05-2011,NOT SPECIFIED
Ord_4553,05-05-2011,NOT SPECIFIED
Ord_4920,05-05-2011,NOT SPECIFIED
Ord_5402,05-05-2011,NOT SPECIFIED
Ord_1061,06-05-2011,HIGH
Ord_1795,06-05-2011,LOW
Ord_4656,06-05-2011,NOT SPECIFIED
Ord_3843,07-05-2011,HIGH
Ord_4038,07-05-2011,HIGH
Ord_4544,07-05-2011,HIGH
Ord_5449,07-05-2011,MEDIUM
Ord_3399,08-05-2011,LOW
Ord_5208,08-05-2011,LOW
Ord_120,09-05-2011,LOW
Ord_2679,09-05-2011,LOW
Ord_3984,09-05-2011,CRITICAL
Ord_4823,09-05-2011,MEDIUM
Ord_1255,10-05-2011,MEDIUM
Ord_2240,10-05-2011,NOT SPECIFIED
Ord_2368,10-05-2011,LOW
Ord_300,11-05-2011,HIGH
Ord_2969,11-05-2011,HIGH
Ord_3194,11-05-2011,NOT SPECIFIED
Ord_5430,11-05-2011,NOT SPECIFIED
Ord_2772,12-05-2011,MEDIUM
Ord_3096,12-05-2011,LOW
Ord_4748,12-05-2011,HIGH
Ord_1105,01-06-2011,LOW
Ord_2086,01-06-2011,MEDIUM
Ord_2135,01-06-2011,HIGH
Ord_2299,01-06-2011,HIGH
Ord_1599,02-06-2011,MEDIUM
Ord_1686,02-06-2011,CRITICAL
Ord_2127,02-06-2011,MEDIUM
Ord_3159,02-06-2011,CRITICAL
Ord_3499,02-06-2011,CRITICAL
Ord_3903,02-06-2011,HIGH
Ord_4324,02-06-2011,LOW
Ord_4439,02-06-2011,MEDIUM
Ord_4817,02-06-2011,HIGH
Ord_4914,02-06-2011,HIGH
Ord_1243,04-06-2011,LOW
Ord_3204,04-06-2011,HIGH
Ord_5033,04-06-2011,CRITICAL
Ord_18,05-06-2011,HIGH
Ord_871,05-06-2011,HIGH
Ord_3898,05-06-2011,LOW
Ord_5499,05-06-2011,LOW
Ord_2146,06-06-2011,LOW
Ord_2752,06-06-2011,LOW
